,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
15,2021,02,08,15:00,31°C,34°C,110°20 Km/h,N/A,55%,21°C,1010.0mb," Few Clouds at 700m, Broken Clouds at 3000m  "
16,2021,02,08,16:00,31°C,34°C,110°20 Km/h,N/A,55%,21°C,1010.0mb, Scattered Clouds at 3000m  
17,2021,02,08,17:00,31°C,33°C,70°19 Km/h,N/A,52%,20°C,1010.0mb," Few Clouds at 700m, Scattered Clouds at 3000m  "
18,2021,02,08,18:00,29°C,31°C,70°22 Km/h,N/A,58%,20°C,1011.0mb," Few Clouds at 700m, Scattered Clouds at 3000m  "
19,2021,02,08,19:00,28°C,30°C,70°19 Km/h,N/A,62%,20°C,1011.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
20,2021,02,08,20:00,28°C,30°C,80°9 Km/h,N/A,62%,20°C,1012.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
21,2021,02,08,21:00,27°C,29°C,80°7 Km/h,N/A,66%,20°C,1012.0mb, Few Clouds at 760m  
22,2021,02,08,22:00,28°C,30°C,80°11 Km/h,N/A,62%,20°C,1012.0mb," Few Clouds at 760m, Scattered Clouds at 6700m  "
23,2021,02,08,23:00,26°C,27°C,60°6 Km/h,N/A,70%,20°C,1012.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
0,2021,02,09,00:00,27°C,29°C,10°9 Km/h,N/A,70%,21°C,1012.0mb," Few Clouds at 760m, Broken Clouds at 3000m  "
1,2021,02,09,01:00,26°C,27°C,360°6 Km/h,N/A,74%,21°C,1011.0mb," Few Clouds at 760m, Broken Clouds at 3000m  "
2,2021,02,09,02:00,26°C,27°C,360°9 Km/h,N/A,74%,21°C,1010.0mb," Few Clouds at 760m, Broken Clouds at 3000m  "
3,2021,02,09,03:00,26°C,27°C,70°7 Km/h,N/A,74%,21°C,1010.0mb," Scattered Clouds at 700m, Scattered Clouds at 3000m  "
4,2021,02,09,04:00,26°C,27°C,20°7 Km/h,N/A,74%,21°C,1010.0mb," Few Clouds at 700m, Broken Clouds at 3000m  "
5,2021,02,09,05:00,26°C,27°C,10°7 Km/h,N/A,74%,21°C,1010.0mb," Scattered Clouds at 700m, Broken Clouds at 3000m  "
6,2021,02,09,06:00,26°C,27°C,30°7 Km/h,N/A,74%,21°C,1010.0mb," Scattered Clouds at 700m, Cloudy at 3000m Light Rain Shower "
7,2021,02,09,07:00,24°C,25°C,Variable at 4 Km/h,N/A,89%,22°C,1011.0mb," Scattered Clouds at 700m, Broken Clouds at 3000m  "
8,2021,02,09,08:00,26°C,28°C,Variable at 2 Km/h,N/A,79%,22°C,1011.0mb," Scattered Clouds at 700m, Broken Clouds at 3000m  "
9,2021,02,09,09:00,27°C,29°C,Calm,N/A,74%,22°C,1012.0mb," Scattered Clouds at 700m, Cloudy at 3000m Light Rain Shower "
10,2021,02,09,10:00,26°C,28°C,Variable at 6 Km/h,N/A,84%,23°C,1012.0mb," Scattered Clouds at 700m, Cloudy at 2700m Light Rain "
11,2021,02,09,11:00,26°C,28°C,Variable at 6 Km/h,N/A,84%,23°C,1012.0mb," Scattered Clouds at 700m, Cloudy at 2700m Light Rain "
12,2021,02,09,12:00,26°C,28°C,60°13 Km/h,N/A,84%,23°C,1011.0mb, Scattered Clouds at 700m Light Rain 
13,2021,02,09,13:00,28°C,32°C,30°9 Km/h,N/A,79%,24°C,1010.0mb," Scattered Clouds at 700m, Broken Clouds at 2700m  "
14,2021,02,09,14:00,26°C,28°C,80°7 Km/h,N/A,89%,24°C,1009.0mb," Scattered Clouds at 670m, Cloudy at 2700m Light Rain "
15,2021,02,09,15:00,29°C,34°C,40°11 Km/h,N/A,74%,24°C,1007.0mb," Few Clouds at 610m, Broken Clouds at 3000m  "
16,2021,02,09,16:00,27°C,30°C,Variable at 4 Km/h,N/A,84%,24°C,1008.0mb," Scattered Clouds at 670m, Broken Clouds at 2700m Light Rain "
17,2021,02,09,17:00,26°C,28°C,250°6 Km/h,N/A,89%,24°C,1008.0mb," Scattered Clouds at 610m, Cloudy at 2700m Light Rain "
18,2021,02,09,18:00,25°C,26°C,Calm,N/A,94%,24°C,1009.0mb," Scattered Clouds at 610m, Cloudy at 2100m Light Rain "
19,2021,02,09,19:00,25°C,26°C,80°13 Km/h,N/A,83%,22°C,1009.0mb," Scattered Clouds at 670m, Cloudy at 2400m Light Rain "
20,2021,02,09,19:08,25°C,26°C,50°19 Km/h,N/A,83%,22°C,1010.0mb," Scattered Clouds at 610m, Broken Clouds at 2400m Light Rain Shower "
21,2021,02,09,20:00,25°C,25°C,70°9 Km/h,N/A,74%,20°C,1010.0mb," Scattered Clouds at 700m, Scattered Clouds at 3000m  "
22,2021,02,09,21:00,25°C,26°C,120°6 Km/h,N/A,83%,22°C,1011.0mb," Few Clouds at 700m, Broken Clouds at 3000m  "
23,2021,02,09,22:00,25°C,26°C,120°7 Km/h,N/A,89%,23°C,1011.0mb," Few Clouds at 700m, Cloudy at 3000m  "
24,2021,02,09,23:00,25°C,26°C,100°13 Km/h,N/A,89%,23°C,1011.0mb," Few Clouds at 760m, Broken Clouds at 3000m  "
,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
0,2021,02,10,00:00,25°C,26°C,100°11 Km/h,N/A,83%,22°C,1011.0mb," Few Clouds at 760m, Broken Clouds at 3000m  "
1,2021,02,10,01:00,25°C,26°C,130°9 Km/h,N/A,83%,22°C,1010.0mb," Few Clouds at 760m, Broken Clouds at 3000m  "
2,2021,02,10,02:00,25°C,26°C,130°7 Km/h,N/A,83%,22°C,1010.0mb," Few Clouds at 760m, Cloudy at 2700m Light Rain "
3,2021,02,10,03:00,25°C,26°C,100°6 Km/h,N/A,83%,22°C,1010.0mb," Scattered Clouds at 700m, Cloudy at 2700m Light Rain "
4,2021,02,10,04:00,24°C,25°C,Variable at 4 Km/h,N/A,89%,22°C,1010.0mb," Scattered Clouds at 700m, Cloudy at 2700m  "
5,2021,02,10,05:00,24°C,25°C,Variable at 4 Km/h,N/A,89%,22°C,1009.0mb," Scattered Clouds at 700m, Cloudy at 2700m  "
6,2021,02,10,06:00,25°C,26°C,80°6 Km/h,N/A,83%,22°C,1009.0mb," Scattered Clouds at 700m, Cloudy at 2700m  "
7,2021,02,10,07:00,25°C,26°C,60°6 Km/h,N/A,79%,21°C,1010.0mb," Scattered Clouds at 700m, Cloudy at 2700m  "
8,2021,02,10,08:00,26°C,27°C,90°9 Km/h,N/A,74%,21°C,1010.0mb," Scattered Clouds at 700m, Broken Clouds at 3000m  "
9,2021,02,10,09:00,27°C,29°C,110°7 Km/h,N/A,70%,21°C,1011.0mb," Scattered Clouds at 700m, Scattered Clouds at 3000m  "
10,2021,02,10,10:00,28°C,31°C,120°15 Km/h,N/A,70%,22°C,1011.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
11,2021,02,10,11:00,29°C,32°C,70°11 Km/h,N/A,66%,22°C,1010.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
12,2021,02,10,12:00,30°C,33°C,100°17 Km/h,N/A,62%,22°C,1009.0mb," Scattered Clouds at 700m, Broken Clouds at 3000m  "
13,2021,02,10,13:00,30°C,34°C,Variable at 9 Km/h,N/A,66%,23°C,1009.0mb," Few Clouds at 700m, Broken Clouds at 3000m  "
14,2021,02,10,14:38,28°C,31°C,140°9 Km/h,N/A,74%,23°C,1008.0mb, Cloudy at 2700m Light Rain Shower 
15,2021,02,10,15:00,27°C,30°C,100°9 Km/h,N/A,84%,24°C,1008.0mb," Scattered Clouds at 700m, Cloudy at 2700m Light Rain Shower "
16,2021,02,10,16:00,27°C,30°C,130°9 Km/h,N/A,84%,24°C,1008.0mb," Scattered Clouds at 700m, Broken Clouds at 3000m  "
17,2021,02,10,17:00,27°C,30°C,130°6 Km/h,N/A,84%,24°C,1008.0mb," Scattered Clouds at 700m, Broken Clouds at 2700m  "
18,2021,02,10,18:00,27°C,30°C,120°6 Km/h,N/A,79%,23°C,1009.0mb," Scattered Clouds at 700m, Cloudy at 3000m  "
19,2021,02,10,19:00,27°C,30°C,120°6 Km/h,N/A,79%,23°C,1009.0mb," Scattered Clouds at 700m, Broken Clouds at 3000m  "
20,2021,02,10,20:00,26°C,28°C,100°6 Km/h,N/A,89%,24°C,1010.0mb, Scattered Clouds at 700m Light Rain 
21,2021,02,10,21:00,26°C,28°C,350°7 Km/h,N/A,89%,24°C,1010.0mb," Scattered Clouds at 700m, Broken Clouds at 2700m  "
22,2021,02,10,22:00,26°C,28°C,330°6 Km/h,N/A,89%,24°C,1010.0mb," Scattered Clouds at 670m, Broken Clouds at 3000m  "
23,2021,02,10,23:00,25°C,26°C,30°7 Km/h,N/A,94%,24°C,1010.0mb," Scattered Clouds at 610m, Cloudy at 2700m Light Rain "
,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
0,2021,02,11,00:00,25°C,26°C,Variable at 7 Km/h,N/A,94%,24°C,1010.0mb," Broken Clouds at 550m, Cloudy at 2700m Light Rain "
1,2021,02,11,01:00,25°C,26°C,360°7 Km/h,N/A,94%,24°C,1010.0mb," Broken Clouds at 550m, Cloudy at 2700m Light Rain "
2,2021,02,11,02:00,25°C,26°C,330°6 Km/h,N/A,94%,24°C,1009.0mb," Scattered Clouds at 610m, Cloudy at 2700m Light Rain "
3,2021,02,11,03:00,24°C,25°C,360°11 Km/h,N/A,100%,24°C,1009.0mb," Scattered Clouds at 610m, Cloudy at 2700m Light Rain "
4,2021,02,11,04:00,24°C,25°C,30°7 Km/h,N/A,94%,23°C,1008.0mb," Few Clouds at 610m, Cloudy at 2700m Light Rain "
5,2021,02,11,05:00,24°C,25°C,360°7 Km/h,N/A,94%,23°C,1008.0mb," Scattered Clouds at 700m, Cloudy at 2700m  "
6,2021,02,11,06:00,24°C,25°C,350°9 Km/h,N/A,94%,23°C,1009.0mb," Scattered Clouds at 700m, Cloudy at 2700m  "
7,2021,02,11,07:00,25°C,26°C,Variable at 4 Km/h,N/A,89%,23°C,1009.0mb," Scattered Clouds at 700m, Scattered Clouds at 3000m  "
8,2021,02,11,08:00,25°C,26°C,Variable at 4 Km/h,N/A,89%,23°C,1010.0mb," Scattered Clouds at 700m, Cloudy at 2700m Light Rain Shower "
9,2021,02,11,09:00,27°C,30°C,Variable at 4 Km/h,N/A,79%,23°C,1010.0mb," Scattered Clouds at 700m, Scattered Clouds at 3000m  "
10,2021,02,11,10:00,27°C,30°C,250°7 Km/h,N/A,79%,23°C,1011.0mb," Scattered Clouds at 700m, Scattered Clouds at 3000m  "
11,2021,02,11,11:00,28°C,32°C,280°11 Km/h,N/A,79%,24°C,1010.0mb, Scattered Clouds at 760m  
12,2021,02,11,12:00,29°C,34°C,290°13 Km/h,N/A,74%,24°C,1009.0mb, Few Clouds at 760m  
13,2021,02,11,13:00,29°C,35°C,280°15 Km/h,N/A,79%,25°C,1008.0mb, Few Clouds at 910m  
14,2021,02,11,14:00,29°C,34°C,270°11 Km/h,N/A,74%,24°C,1007.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
15,2021,02,11,15:00,30°C,34°C,290°13 Km/h,N/A,66%,23°C,1007.0mb, Few Clouds at 760m  
16,2021,02,11,16:00,30°C,34°C,290°17 Km/h,N/A,66%,23°C,1007.0mb, Few Clouds at 760m  
17,2021,02,11,17:00,29°C,34°C,260°17 Km/h,N/A,74%,24°C,1007.0mb," Few Clouds at 760m, Broken Clouds at 3000m  "
18,2021,02,11,18:00,28°C,32°C,260°19 Km/h,N/A,79%,24°C,1008.0mb," Scattered Clouds at 700m, Broken Clouds at 3000m  "
19,2021,02,11,19:00,28°C,32°C,250°17 Km/h,N/A,79%,24°C,1008.0mb," Scattered Clouds at 700m, Broken Clouds at 3000m  "
20,2021,02,11,20:00,28°C,32°C,250°15 Km/h,N/A,79%,24°C,1009.0mb," Scattered Clouds at 700m, Broken Clouds at 3000m  "
21,2021,02,11,21:00,27°C,30°C,220°7 Km/h,N/A,84%,24°C,1009.0mb," Scattered Clouds at 700m, Broken Clouds at 3000m  "
22,2021,02,11,22:00,27°C,30°C,240°7 Km/h,N/A,84%,24°C,1009.0mb," Scattered Clouds at 700m, Broken Clouds at 3000m Light Rain Shower "
23,2021,02,11,23:00,27°C,30°C,30°11 Km/h,N/A,79%,23°C,1010.0mb," Scattered Clouds at 700m, Broken Clouds at 2700m Light Rain "
,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
0,2021,02,12,00:00,27°C,30°C,"Variable at 13 Km/h, 31 km/h Wind Gust",N/A,79%,23°C,1010.0mb," Scattered Clouds at 700m, Broken Clouds at 3000m  "
1,2021,02,12,01:00,27°C,30°C,10°15 Km/h,N/A,79%,23°C,1009.0mb," Scattered Clouds at 700m, Broken Clouds at 3000m  "
2,2021,02,12,02:00,26°C,28°C,10°13 Km/h,N/A,84%,23°C,1009.0mb, Few Clouds at 700m  
3,2021,02,12,03:00,26°C,28°C,10°15 Km/h,N/A,84%,23°C,1009.0mb, Few Clouds at 700m  
4,2021,02,12,04:00,26°C,28°C,360°13 Km/h,N/A,84%,23°C,1009.0mb," Scattered Clouds at 700m, Broken Clouds at 2400m  "
5,2021,02,12,05:00,26°C,28°C,360°17 Km/h,N/A,84%,23°C,1009.0mb," Few Clouds at 520m, Broken Clouds at 2400m  "
6,2021,02,12,06:00,26°C,28°C,10°15 Km/h,N/A,84%,23°C,1009.0mb," Scattered Clouds at 700m, Broken Clouds at 2400m  "
7,2021,02,12,07:00,26°C,28°C,10°15 Km/h,N/A,84%,23°C,1010.0mb, Broken Clouds at 760m  
8,2021,02,12,08:00,27°C,30°C,20°15 Km/h,N/A,79%,23°C,1011.0mb, Few Clouds at 760m  
9,2021,02,12,09:00,29°C,33°C,360°17 Km/h,N/A,70%,23°C,1011.0mb, Few Clouds at 760m  
10,2021,02,12,10:00,28°C,31°C,310°19 Km/h,N/A,74%,23°C,1011.0mb, Few Clouds at 760m  
11,2021,02,12,11:00,29°C,34°C,320°20 Km/h,N/A,74%,24°C,1010.0mb, Few Clouds at 760m  
12,2021,02,12,12:00,29°C,34°C,310°22 Km/h,N/A,74%,24°C,1010.0mb, Few Clouds at 760m  
13,2021,02,12,13:00,30°C,35°C,290°19 Km/h,N/A,70%,24°C,1009.0mb, Few Clouds at 760m  
14,2021,02,12,14:00,30°C,35°C,270°19 Km/h,N/A,70%,24°C,1008.0mb, Few Clouds at 760m  
15,2021,02,12,15:00,30°C,36°C,270°17 Km/h,N/A,75%,25°C,1007.0mb, Few Clouds at 760m  
16,2021,02,12,16:00,30°C,36°C,270°17 Km/h,N/A,75%,25°C,1007.0mb, Few Clouds at 760m  
17,2021,02,12,17:00,30°C,36°C,260°17 Km/h,N/A,75%,25°C,1008.0mb, Few Clouds at 760m  
18,2021,02,12,18:00,29°C,35°C,260°15 Km/h,N/A,79%,25°C,1008.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
19,2021,02,12,19:00,29°C,35°C,260°15 Km/h,N/A,79%,25°C,1009.0mb," Few Clouds at 700m, Broken Clouds at 3000m  "
20,2021,02,12,20:00,28°C,32°C,230°9 Km/h,N/A,79%,24°C,1010.0mb," Few Clouds at 700m, Scattered Clouds at 3000m  "
21,2021,02,12,20:25,27°C,30°C,270°15 Km/h,N/A,84%,24°C,1011.0mb," Scattered Clouds at 670m, Broken Clouds at 3000m Light Rain Shower "
22,2021,02,12,21:00,25°C,26°C,70°9 Km/h,N/A,94%,24°C,1011.0mb," Scattered Clouds at 670m, Cloudy at 2700m Light Rain "
23,2021,02,12,22:00,26°C,28°C,220°6 Km/h,N/A,89%,24°C,1011.0mb," Few Clouds at 670m, Scattered Clouds at 3000m  "
24,2021,02,12,23:00,26°C,28°C,360°13 Km/h,N/A,84%,23°C,1011.0mb," Few Clouds at 700m, Broken Clouds at 3000m  "
,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
0,2021,02,13,00:00,26°C,28°C,360°11 Km/h,N/A,79%,22°C,1011.0mb," Few Clouds at 700m, Broken Clouds at 3000m  "
1,2021,02,13,01:00,26°C,28°C,360°9 Km/h,N/A,79%,22°C,1011.0mb," Scattered Clouds at 700m, Broken Clouds at 3000m  "
2,2021,02,13,02:00,26°C,28°C,10°13 Km/h,N/A,79%,22°C,1010.0mb," Scattered Clouds at 700m, Broken Clouds at 3000m  "
3,2021,02,13,03:00,26°C,28°C,10°7 Km/h,N/A,79%,22°C,1010.0mb," Scattered Clouds at 700m, Broken Clouds at 2700m  "
4,2021,02,13,04:00,26°C,28°C,360°13 Km/h,N/A,79%,22°C,1010.0mb, Broken Clouds at 700m  
5,2021,02,13,05:00,25°C,26°C,10°13 Km/h,N/A,83%,22°C,1010.0mb, Broken Clouds at 700m  
6,2021,02,13,06:00,24°C,25°C,10°9 Km/h,N/A,89%,22°C,1011.0mb, Broken Clouds at 700m  
7,2021,02,13,07:00,25°C,26°C,20°9 Km/h,N/A,83%,22°C,1011.0mb," Broken Clouds at 700m, Broken Clouds at 2400m  "
8,2021,02,13,08:00,24°C,25°C,10°11 Km/h,N/A,89%,22°C,1012.0mb," Broken Clouds at 580m, Cloudy at 2400m  "
9,2021,02,13,09:00,24°C,25°C,360°9 Km/h,N/A,89%,22°C,1013.0mb," Few Clouds at 240m, Broken Clouds at 700m, Cloudy at 2400m Light Rain "
10,2021,02,13,10:00,24°C,25°C,350°11 Km/h,N/A,94%,23°C,1013.0mb," Few Clouds at 210m, Broken Clouds at 550m, Cloudy at 2700m  "
11,2021,02,13,11:00,26°C,28°C,310°7 Km/h,N/A,84%,23°C,1012.0mb," Scattered Clouds at 670m, Cloudy at 2700m  "
12,2021,02,13,12:00,26°C,28°C,310°9 Km/h,N/A,84%,23°C,1011.0mb," Scattered Clouds at 670m, Cloudy at 2700m Light Rain Shower "
13,2021,02,13,13:00,26°C,28°C,310°6 Km/h,N/A,89%,24°C,1011.0mb," Scattered Clouds at 670m, Cloudy at 2700m Light Rain "
14,2021,02,13,14:00,27°C,30°C,10°7 Km/h,N/A,84%,24°C,1010.0mb," Few Clouds at 700m, Broken Clouds at 3000m  "
15,2021,02,13,15:00,27°C,30°C,70°15 Km/h,N/A,84%,24°C,1009.0mb," Few Clouds at 670m, Cloudy at 3000m Light Rain Shower "
16,2021,02,13,16:00,26°C,28°C,200°6 Km/h,N/A,84%,23°C,1009.0mb," Scattered Clouds at 670m, Cloudy at 3000m  "
17,2021,02,13,17:00,28°C,31°C,Variable at 4 Km/h,N/A,74%,23°C,1009.0mb," Few Clouds at 700m, Broken Clouds at 3000m  "
18,2021,02,13,18:00,27°C,30°C,130°6 Km/h,N/A,79%,23°C,1010.0mb," Scattered Clouds at 700m, Cloudy at 3000m  "
19,2021,02,13,19:00,27°C,30°C,Variable at 4 Km/h,N/A,84%,24°C,1011.0mb," Scattered Clouds at 700m, Broken Clouds at 3000m  "
20,2021,02,13,20:00,27°C,30°C,130°7 Km/h,N/A,79%,23°C,1011.0mb," Scattered Clouds at 700m, Broken Clouds at 3000m  "
21,2021,02,13,21:00,26°C,28°C,120°7 Km/h,N/A,84%,23°C,1012.0mb," Few Clouds at 700m, Scattered Clouds at 3000m  "
22,2021,02,13,22:00,26°C,28°C,120°9 Km/h,N/A,79%,22°C,1012.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
23,2021,02,13,23:00,26°C,28°C,110°6 Km/h,N/A,79%,22°C,1012.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
0,2021,02,14,00:00,25°C,26°C,130°6 Km/h,N/A,83%,22°C,1012.0mb, Few Clouds at 760m  
1,2021,02,14,01:00,25°C,26°C,Variable at 4 Km/h,N/A,89%,23°C,1011.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
2,2021,02,14,02:00,25°C,26°C,Variable at 2 Km/h,N/A,89%,23°C,1011.0mb," Few Clouds at 700m, Broken Clouds at 3000m  "
3,2021,02,14,03:00,26°C,28°C,200°4 Km/h,N/A,84%,23°C,1011.0mb," Broken Clouds at 760m, Broken Clouds at 2700m  "
4,2021,02,14,04:00,26°C,28°C,Variable at 2 Km/h,N/A,84%,23°C,1011.0mb," Few Clouds at 760m, Broken Clouds at 2700m  "
5,2021,02,14,05:00,25°C,26°C,Calm,N/A,83%,22°C,1011.0mb," Few Clouds at 760m, Broken Clouds at 2700m  "
6,2021,02,14,06:00,25°C,26°C,Calm,N/A,83%,22°C,1011.0mb, Few Clouds at 760m  
7,2021,02,14,07:00,25°C,26°C,Calm,N/A,89%,23°C,1012.0mb," Scattered Clouds at 760m, Cloudy at 8200m  "
8,2021,02,14,08:00,26°C,28°C,Calm,N/A,84%,23°C,1012.0mb," Scattered Clouds at 550m, Cloudy at 8200m  "
9,2021,02,14,09:00,27°C,29°C,200°6 Km/h,N/A,74%,22°C,1012.0mb," Scattered Clouds at 610m, Cloudy at 8200m  "
10,2021,02,14,10:00,27°C,29°C,260°9 Km/h,N/A,74%,22°C,1012.0mb," Few Clouds at 760m, Broken Clouds at 9100m  "
11,2021,02,14,11:00,27°C,30°C,280°13 Km/h,N/A,79%,23°C,1012.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
12,2021,02,14,12:00,27°C,30°C,280°13 Km/h,N/A,79%,23°C,1011.0mb, Few Clouds at 760m  
13,2021,02,14,13:00,29°C,33°C,290°13 Km/h,N/A,70%,23°C,1011.0mb, Few Clouds at 760m  
14,2021,02,14,14:00,30°C,35°C,290°9 Km/h,N/A,70%,24°C,1010.0mb, Few Clouds at 700m  
15,2021,02,14,15:00,30°C,34°C,290°9 Km/h,N/A,66%,23°C,1009.0mb, Few Clouds at 760m  
16,2021,02,14,16:00,30°C,34°C,280°11 Km/h,N/A,66%,23°C,1009.0mb, Few Clouds at 760m  
17,2021,02,14,17:00,29°C,33°C,270°11 Km/h,N/A,70%,23°C,1009.0mb," Few Clouds at 760m, Scattered Clouds at 9100m  "
18,2021,02,14,18:00,27°C,30°C,260°17 Km/h,N/A,79%,23°C,1010.0mb," Few Clouds at 760m, Scattered Clouds at 9100m  "
19,2021,02,14,19:00,27°C,30°C,220°11 Km/h,N/A,79%,23°C,1010.0mb, Few Clouds at 760m  
20,2021,02,14,20:00,27°C,30°C,210°7 Km/h,N/A,84%,24°C,1011.0mb, Few Clouds at 760m  
21,2021,02,14,21:00,27°C,30°C,180°11 Km/h,N/A,79%,23°C,1011.0mb, Few Clouds at 760m  
22,2021,02,14,22:00,26°C,28°C,170°9 Km/h,N/A,84%,23°C,1011.0mb, Few Clouds at 760m  
23,2021,02,14,23:00,26°C,28°C,180°6 Km/h,N/A,84%,23°C,1012.0mb, Few Clouds at 760m  
,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
0,2021,02,15,00:00,26°C,28°C,180°6 Km/h,N/A,84%,23°C,1012.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
1,2021,02,15,01:00,26°C,28°C,Variable at 4 Km/h,N/A,84%,23°C,1011.0mb," Few Clouds at 700m, Scattered Clouds at 3000m  "
2,2021,02,15,02:00,26°C,28°C,Calm,N/A,84%,23°C,1011.0mb," Few Clouds at 700m, Broken Clouds at 3000m  "
3,2021,02,15,03:00,26°C,28°C,Variable at 4 Km/h,N/A,84%,23°C,1010.0mb," Few Clouds at 670m, Broken Clouds at 2700m  "
4,2021,02,15,04:00,25°C,26°C,Variable at 2 Km/h,N/A,89%,23°C,1010.0mb, Few Clouds at 760m  
5,2021,02,15,05:00,25°C,26°C,Variable at 2 Km/h,N/A,89%,23°C,1010.0mb, Few Clouds at 760m  
6,2021,02,15,06:00,25°C,26°C,Calm,N/A,89%,23°C,1011.0mb, Few Clouds at 550m  
7,2021,02,15,07:00,25°C,26°C,Variable at 2 Km/h,N/A,89%,23°C,1011.0mb," Few Clouds at 760m, Broken Clouds at 9100m  "
8,2021,02,15,08:00,25°C,26°C,Variable at 2 Km/h,N/A,89%,23°C,1012.0mb," Few Clouds at 550m, Broken Clouds at 8200m  "
9,2021,02,15,09:00,27°C,30°C,Variable at 4 Km/h,N/A,79%,23°C,1012.0mb," Broken Clouds at 610m, Broken Clouds at 9100m  "
10,2021,02,15,10:00,29°C,32°C,Variable at 6 Km/h,N/A,66%,22°C,1013.0mb," Scattered Clouds at 760m, Broken Clouds at 9100m  "
11,2021,02,15,11:00,29°C,34°C,330°7 Km/h,N/A,74%,24°C,1012.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
12,2021,02,15,12:00,29°C,33°C,Variable at 4 Km/h,N/A,70%,23°C,1012.0mb," Few Clouds at 760m, Scattered Clouds at 9100m  "
13,2021,02,15,13:00,30°C,34°C,Variable at 9 Km/h,N/A,66%,23°C,1011.0mb," Few Clouds at 700m, Scattered Clouds at 9100m  "
14,2021,02,15,14:00,31°C,35°C,120°15 Km/h,N/A,62%,23°C,1010.0mb," Few Clouds at 700m, Scattered Clouds at 9100m  "
15,2021,02,15,15:00,29°C,32°C,110°19 Km/h,N/A,66%,22°C,1009.0mb," Few Clouds at 700m, Broken Clouds at 3000m  "
16,2021,02,15,16:00,29°C,33°C,120°17 Km/h,N/A,70%,23°C,1009.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
