,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
17,2021,02,15,17:00,28°C,31°C,110°17 Km/h,N/A,70%,22°C,1009.0mb," Few Clouds at 700m, Broken Clouds at 3000m  "
18,2021,02,15,18:00,27°C,29°C,110°13 Km/h,N/A,74%,22°C,1010.0mb," Few Clouds at 700m, Broken Clouds at 3000m  "
19,2021,02,15,19:00,27°C,29°C,110°11 Km/h,N/A,74%,22°C,1011.0mb," Few Clouds at 700m, Broken Clouds at 3000m  "
20,2021,02,15,20:00,26°C,28°C,100°11 Km/h,N/A,79%,22°C,1011.0mb," Few Clouds at 700m, Scattered Clouds at 3000m  "
21,2021,02,15,21:00,26°C,27°C,120°9 Km/h,N/A,74%,21°C,1012.0mb, Few Clouds at 700m  
22,2021,02,15,22:00,26°C,27°C,110°11 Km/h,N/A,74%,21°C,1012.0mb, Few Clouds at 760m  
23,2021,02,15,23:00,26°C,27°C,120°9 Km/h,N/A,74%,21°C,1012.0mb, Few Clouds at 760m  
,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
0,2021,02,16,00:00,26°C,27°C,120°9 Km/h,N/A,74%,21°C,1012.0mb," Few Clouds at 700m, Scattered Clouds at 3000m  "
1,2021,02,16,01:00,26°C,27°C,120°15 Km/h,N/A,74%,21°C,1012.0mb," Few Clouds at 700m, Broken Clouds at 3000m  "
2,2021,02,16,02:00,26°C,27°C,120°7 Km/h,N/A,74%,21°C,1011.0mb," Few Clouds at 700m, Scattered Clouds at 3000m  "
3,2021,02,16,03:00,25°C,26°C,100°6 Km/h,N/A,79%,21°C,1011.0mb, Few Clouds at 760m  
4,2021,02,16,04:00,25°C,25°C,110°9 Km/h,N/A,74%,20°C,1011.0mb, Few Clouds at 820m  
5,2021,02,16,05:00,25°C,25°C,90°6 Km/h,N/A,74%,20°C,1011.0mb, Few Clouds at 820m  
6,2021,02,16,06:00,24°C,25°C,Variable at 4 Km/h,N/A,78%,20°C,1012.0mb, Few Clouds at 760m  
7,2021,02,16,07:00,25°C,26°C,Variable at 4 Km/h,N/A,79%,21°C,1012.0mb, Few Clouds at 760m  
8,2021,02,16,08:00,27°C,29°C,70°7 Km/h,N/A,66%,20°C,1013.0mb, Few Clouds at 760m  
9,2021,02,16,09:00,28°C,30°C,50°9 Km/h,N/A,62%,20°C,1013.0mb, Few Clouds at 760m  
10,2021,02,16,10:00,30°C,33°C,130°9 Km/h,N/A,59%,21°C,1013.0mb, Scattered Clouds at 760m  
11,2021,02,16,11:00,30°C,33°C,110°11 Km/h,N/A,62%,22°C,1013.0mb," Few Clouds at 760m, Broken Clouds at 3000m  "
12,2021,02,16,12:00,30°C,33°C,100°11 Km/h,N/A,62%,22°C,1012.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
13,2021,02,16,13:00,31°C,35°C,Variable at 9 Km/h,N/A,59%,22°C,1011.0mb," Few Clouds at 700m, Scattered Clouds at 3000m  "
14,2021,02,16,14:00,31°C,35°C,130°13 Km/h,N/A,59%,22°C,1010.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
15,2021,02,16,15:00,30°C,33°C,Variable at 15 Km/h,N/A,62%,22°C,1010.0mb, Scattered Clouds at 700m  
16,2021,02,16,16:00,30°C,33°C,110°13 Km/h,N/A,62%,22°C,1010.0mb," Few Clouds at 700m, Scattered Clouds at 3000m  "
17,2021,02,16,17:00,29°C,31°C,110°19 Km/h,N/A,62%,21°C,1010.0mb, Few Clouds at 760m  
18,2021,02,16,18:00,28°C,30°C,110°13 Km/h,N/A,66%,21°C,1010.0mb, Few Clouds at 700m  
19,2021,02,16,19:00,27°C,29°C,110°9 Km/h,N/A,70%,21°C,1011.0mb, Few Clouds at 700m  
20,2021,02,16,20:00,27°C,29°C,110°7 Km/h,N/A,70%,21°C,1012.0mb, Few Clouds at 760m  
21,2021,02,16,21:00,26°C,27°C,110°11 Km/h,N/A,74%,21°C,1012.0mb, Few Clouds at 760m  
22,2021,02,16,22:00,26°C,27°C,120°11 Km/h,N/A,74%,21°C,1013.0mb, Few Clouds at 760m  
23,2021,02,16,23:00,26°C,27°C,120°7 Km/h,N/A,74%,21°C,1013.0mb, Few Clouds at 910m  
,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
0,2021,02,17,00:00,25°C,25°C,120°6 Km/h,N/A,74%,20°C,1013.0mb, Few Clouds at 910m  
1,2021,02,17,01:00,25°C,26°C,120°7 Km/h,N/A,79%,21°C,1012.0mb, Few Clouds at 910m  
2,2021,02,17,02:00,25°C,25°C,110°6 Km/h,N/A,74%,20°C,1012.0mb, Few Clouds at 910m  
3,2021,02,17,03:00,24°C,25°C,Variable at 4 Km/h,N/A,78%,20°C,1012.0mb, Few Clouds at 760m  
4,2021,02,17,04:00,24°C,25°C,Variable at 4 Km/h,N/A,78%,20°C,1012.0mb, Few Clouds at 760m  
5,2021,02,17,05:00,24°C,25°C,Variable at 4 Km/h,N/A,78%,20°C,1012.0mb, Few Clouds at 760m  
6,2021,02,17,06:00,23°C,24°C,80°4 Km/h,N/A,83%,20°C,1012.0mb, Few Clouds at 760m  
7,2021,02,17,07:00,24°C,25°C,Variable at 2 Km/h,N/A,78%,20°C,1013.0mb, Few Clouds at 760m  
8,2021,02,17,08:00,27°C,29°C,Calm,N/A,70%,21°C,1014.0mb, Few Clouds at 760m  
9,2021,02,17,09:00,27°C,29°C,260°6 Km/h,N/A,70%,21°C,1014.0mb, Few Clouds at 760m  
10,2021,02,17,10:00,29°C,31°C,Variable at 6 Km/h,N/A,58%,20°C,1014.0mb, Few Clouds at 760m  
11,2021,02,17,11:00,30°C,33°C,110°11 Km/h,N/A,59%,21°C,1013.0mb, Few Clouds at 760m  
12,2021,02,17,12:00,31°C,35°C,Variable at 11 Km/h,N/A,59%,22°C,1012.0mb, Few Clouds at 760m  
13,2021,02,17,13:00,32°C,35°C,Variable at 11 Km/h,N/A,52%,21°C,1011.0mb, Few Clouds at 760m  
14,2021,02,17,14:00,31°C,33°C,Variable at 13 Km/h,N/A,52%,20°C,1011.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
15,2021,02,17,15:00,30°C,36°C,160°13 Km/h,N/A,75%,25°C,1010.0mb," Few Clouds at 700m, Broken Clouds at 3000m  "
16,2021,02,17,16:00,30°C,33°C,140°19 Km/h,N/A,62%,22°C,1011.0mb," Few Clouds at 700m, Scattered Clouds at 3000m  "
17,2021,02,17,17:00,29°C,31°C,120°20 Km/h,N/A,58%,20°C,1011.0mb," Few Clouds at 760m, Broken Clouds at 3000m  "
18,2021,02,17,18:00,28°C,30°C,120°15 Km/h,N/A,66%,21°C,1012.0mb," Few Clouds at 700m, Broken Clouds at 2700m  "
19,2021,02,17,19:00,27°C,29°C,110°15 Km/h,N/A,70%,21°C,1012.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
20,2021,02,17,20:00,27°C,29°C,120°11 Km/h,N/A,66%,20°C,1013.0mb, Few Clouds at 760m  
21,2021,02,17,21:00,26°C,27°C,120°11 Km/h,N/A,74%,21°C,1014.0mb, Few Clouds at 760m  
22,2021,02,17,22:00,26°C,27°C,110°7 Km/h,N/A,74%,21°C,1014.0mb, Few Clouds at 760m  
23,2021,02,17,23:00,26°C,27°C,110°6 Km/h,N/A,74%,21°C,1014.0mb," Scattered Clouds at 760m, Broken Clouds at 2700m  "
,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
0,2021,02,18,00:00,26°C,27°C,100°7 Km/h,N/A,74%,21°C,1014.0mb," Few Clouds at 760m, Broken Clouds at 2400m  "
1,2021,02,18,01:00,26°C,27°C,120°9 Km/h,N/A,74%,21°C,1013.0mb," Few Clouds at 760m, Scattered Clouds at 2700m  "
2,2021,02,18,02:00,25°C,26°C,Variable at 4 Km/h,N/A,79%,21°C,1013.0mb," Few Clouds at 760m, Scattered Clouds at 2400m  "
3,2021,02,18,03:00,25°C,26°C,70°6 Km/h,N/A,79%,21°C,1013.0mb," Scattered Clouds at 700m, Scattered Clouds at 3000m  "
4,2021,02,18,04:00,25°C,25°C,Variable at 4 Km/h,N/A,69%,19°C,1013.0mb," Scattered Clouds at 700m, Broken Clouds at 3000m  "
5,2021,02,18,05:00,25°C,25°C,Variable at 2 Km/h,N/A,69%,19°C,1013.0mb," Few Clouds at 700m, Scattered Clouds at 3000m  "
6,2021,02,18,06:00,25°C,25°C,70°4 Km/h,N/A,74%,20°C,1014.0mb, Scattered Clouds at 700m  
7,2021,02,18,07:00,24°C,25°C,Variable at 4 Km/h,N/A,78%,20°C,1015.0mb," Scattered Clouds at 700m, Scattered Clouds at 9100m  "
8,2021,02,18,08:00,26°C,27°C,20°7 Km/h,N/A,70%,20°C,1015.0mb," Scattered Clouds at 700m, Broken Clouds at 3000m  "
9,2021,02,18,09:00,27°C,29°C,100°6 Km/h,N/A,66%,20°C,1016.0mb," Scattered Clouds at 700m, Scattered Clouds at 3000m  "
10,2021,02,18,10:00,28°C,30°C,Variable at 9 Km/h,N/A,62%,20°C,1016.0mb, Scattered Clouds at 700m  
11,2021,02,18,11:00,30°C,33°C,100°9 Km/h,N/A,59%,21°C,1015.0mb," Scattered Clouds at 700m, Scattered Clouds at 3000m  "
12,2021,02,18,12:00,30°C,31°C,100°19 Km/h,N/A,52%,19°C,1014.0mb," Scattered Clouds at 700m, Scattered Clouds at 3000m  "
13,2021,02,18,13:00,30°C,31°C,90°17 Km/h,N/A,52%,19°C,1013.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
14,2021,02,18,14:00,30°C,31°C,100°15 Km/h,N/A,52%,19°C,1013.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
15,2021,02,18,15:00,30°C,31°C,90°15 Km/h,N/A,49%,18°C,1012.0mb," Few Clouds at 760m, Broken Clouds at 3000m  "
16,2021,02,18,16:00,29°C,30°C,80°17 Km/h,N/A,55%,19°C,1012.0mb," Few Clouds at 760m, Broken Clouds at 3000m  "
17,2021,02,18,17:00,29°C,38°C,70°24 Km/h,N/A,94%,28°C,1013.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
18,2021,02,18,18:00,28°C,29°C,90°17 Km/h,N/A,55%,18°C,1013.0mb," Few Clouds at 760m, Broken Clouds at 9100m  "
19,2021,02,18,19:00,27°C,28°C,80°13 Km/h,N/A,58%,18°C,1014.0mb, Few Clouds at 760m  
20,2021,02,18,20:00,26°C,27°C,60°19 Km/h,N/A,65%,19°C,1015.0mb," Few Clouds at 760m, Broken Clouds at 2700m  "
21,2021,02,18,21:00,26°C,27°C,100°6 Km/h,N/A,70%,20°C,1016.0mb," Scattered Clouds at 760m, Broken Clouds at 2700m  "
22,2021,02,18,22:00,26°C,27°C,120°7 Km/h,N/A,74%,21°C,1016.0mb," Scattered Clouds at 760m, Broken Clouds at 2700m  "
23,2021,02,18,23:00,26°C,27°C,360°9 Km/h,N/A,65%,19°C,1016.0mb," Scattered Clouds at 700m, Broken Clouds at 2700m  "
,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
0,2021,02,19,00:00,25°C,25°C,20°15 Km/h,N/A,69%,19°C,1016.0mb," Broken Clouds at 700m, Cloudy at 2700m  "
1,2021,02,19,01:00,25°C,25°C,20°15 Km/h,N/A,65%,18°C,1015.0mb," Broken Clouds at 700m, Cloudy at 2700m  "
2,2021,02,19,02:00,25°C,25°C,10°9 Km/h,N/A,65%,18°C,1015.0mb," Scattered Clouds at 700m, Broken Clouds at 2700m  "
3,2021,02,19,03:00,24°C,24°C,10°11 Km/h,N/A,69%,18°C,1014.0mb, Few Clouds at 760m  
4,2021,02,19,04:00,24°C,24°C,20°9 Km/h,N/A,69%,18°C,1014.0mb, Few Clouds at 760m  
5,2021,02,19,05:00,24°C,24°C,10°7 Km/h,N/A,69%,18°C,1014.0mb, Few Clouds at 700m  
6,2021,02,19,06:00,24°C,24°C,10°7 Km/h,N/A,69%,18°C,1015.0mb, Few Clouds at 760m  
7,2021,02,19,07:00,24°C,24°C,10°7 Km/h,N/A,69%,18°C,1015.0mb, Scattered Clouds at 700m  
8,2021,02,19,08:00,26°C,27°C,190°7 Km/h,N/A,61%,18°C,1016.0mb," Scattered Clouds at 760m, Scattered Clouds at 2400m  "
9,2021,02,19,09:00,26°C,27°C,Variable at 6 Km/h,N/A,61%,18°C,1016.0mb, Scattered Clouds at 760m  
10,2021,02,19,10:00,26°C,27°C,290°13 Km/h,N/A,61%,18°C,1016.0mb," Scattered Clouds at 760m, Scattered Clouds at 2400m  "
11,2021,02,19,11:00,27°C,28°C,240°9 Km/h,N/A,58%,18°C,1016.0mb," Few Clouds at 760m, Broken Clouds at 2400m  "
12,2021,02,19,12:00,27°C,28°C,100°22 Km/h,N/A,54%,17°C,1015.0mb," Few Clouds at 760m, Broken Clouds at 2400m  "
13,2021,02,19,13:00,27°C,28°C,90°20 Km/h,N/A,54%,17°C,1014.0mb," Few Clouds at 760m, Broken Clouds at 2400m  "
14,2021,02,19,14:00,29°C,29°C,90°22 Km/h,N/A,48%,17°C,1013.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
15,2021,02,19,15:00,29°C,29°C,90°19 Km/h,N/A,48%,17°C,1013.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
16,2021,02,19,17:00,27°C,28°C,90°17 Km/h,N/A,54%,17°C,1013.0mb," Few Clouds at 760m, Broken Clouds at 9100m  "
17,2021,02,19,18:00,26°C,26°C,80°22 Km/h,N/A,54%,16°C,1014.0mb," Few Clouds at 700m, Broken Clouds at 9100m  "
18,2021,02,19,19:00,25°C,25°C,90°13 Km/h,N/A,57%,16°C,1015.0mb," Few Clouds at 760m, Scattered Clouds at 9100m  "
19,2021,02,19,20:00,25°C,25°C,100°11 Km/h,N/A,57%,16°C,1016.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
20,2021,02,19,21:00,25°C,25°C,80°15 Km/h,N/A,57%,16°C,1016.0mb," Scattered Clouds at 760m, Broken Clouds at 6100m  "
21,2021,02,19,22:00,25°C,25°C,90°13 Km/h,N/A,57%,16°C,1016.0mb," Scattered Clouds at 760m, Broken Clouds at 3000m  "
22,2021,02,19,23:00,25°C,25°C,90°9 Km/h,N/A,61%,17°C,1016.0mb," Few Clouds at 760m, Broken Clouds at 2700m  "
,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
0,2021,02,20,00:00,24°C,24°C,70°6 Km/h,N/A,65%,17°C,1015.0mb," Few Clouds at 760m, Broken Clouds at 3000m  "
1,2021,02,20,01:00,23°C,23°C,70°7 Km/h,N/A,65%,16°C,1015.0mb," Few Clouds at 760m, Broken Clouds at 3000m  "
2,2021,02,20,02:00,23°C,23°C,Variable at 4 Km/h,N/A,65%,16°C,1014.0mb," Few Clouds at 760m, Broken Clouds at 3000m  "
3,2021,02,20,03:00,23°C,23°C,Variable at 4 Km/h,N/A,65%,16°C,1015.0mb," Few Clouds at 760m, Broken Clouds at 2400m  "
4,2021,02,20,04:00,23°C,23°C,50°6 Km/h,N/A,65%,16°C,1014.0mb, Few Clouds at 760m  
5,2021,02,20,05:00,22°C,22°C,Variable at 4 Km/h,N/A,65%,15°C,1014.0mb, Few Clouds at 760m  
6,2021,02,20,06:00,22°C,22°C,Variable at 4 Km/h,N/A,69%,16°C,1015.0mb, Few Clouds at 700m  
7,2021,02,20,07:00,23°C,23°C,Variable at 2 Km/h,N/A,65%,16°C,1015.0mb," Few Clouds at 760m, Broken Clouds at 9100m  "
8,2021,02,20,08:00,25°C,25°C,Variable at 4 Km/h,N/A,57%,16°C,1016.0mb," Few Clouds at 760m, Broken Clouds at 7300m  "
9,2021,02,20,09:00,25°C,25°C,70°17 Km/h,N/A,61%,17°C,1016.0mb," Scattered Clouds at 700m, Broken Clouds at 3000m  "
10,2021,02,20,10:00,27°C,28°C,100°15 Km/h,N/A,58%,18°C,1016.0mb, Scattered Clouds at 700m  
11,2021,02,20,11:00,28°C,29°C,60°26 Km/h,N/A,51%,17°C,1016.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
12,2021,02,20,12:00,29°C,29°C,70°24 Km/h,N/A,48%,17°C,1014.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
13,2021,02,20,13:00,29°C,29°C,80°20 Km/h,N/A,45%,16°C,1013.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
14,2021,02,20,14:00,29°C,29°C,90°17 Km/h,N/A,43%,15°C,1013.0mb," Few Clouds at 760m, Broken Clouds at 9100m  "
15,2021,02,20,15:00,29°C,29°C,100°15 Km/h,N/A,45%,16°C,1012.0mb," Few Clouds at 760m, Broken Clouds at 3000m  "
16,2021,02,20,16:00,27°C,27°C,80°15 Km/h,N/A,51%,16°C,1012.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
17,2021,02,20,17:00,27°C,27°C,80°22 Km/h,N/A,51%,16°C,1012.0mb," Few Clouds at 760m, Broken Clouds at 3000m  "
18,2021,02,20,18:00,26°C,26°C,80°19 Km/h,N/A,51%,15°C,1013.0mb," Few Clouds at 760m, Broken Clouds at 3000m  "
19,2021,02,20,19:00,25°C,25°C,70°15 Km/h,N/A,57%,16°C,1013.0mb," Few Clouds at 760m, Broken Clouds at 3000m  "
20,2021,02,20,20:00,25°C,25°C,80°9 Km/h,N/A,57%,16°C,1014.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
21,2021,02,20,21:00,24°C,24°C,90°4 Km/h,N/A,61%,16°C,1014.0mb," Few Clouds at 760m, Scattered Clouds at 9100m  "
22,2021,02,20,22:00,24°C,24°C,80°4 Km/h,N/A,61%,16°C,1014.0mb," Few Clouds at 760m, Scattered Clouds at 9100m  "
23,2021,02,20,23:00,23°C,23°C,100°6 Km/h,N/A,69%,17°C,1014.0mb, Few Clouds at 760m  
,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
0,2021,02,21,00:00,23°C,23°C,130°6 Km/h,N/A,69%,17°C,1014.0mb, Few Clouds at 760m  
1,2021,02,21,01:00,23°C,23°C,Variable at 4 Km/h,N/A,69%,17°C,1013.0mb, Few Clouds at 760m  
2,2021,02,21,02:00,22°C,22°C,Variable at 4 Km/h,N/A,73%,17°C,1013.0mb, Few Clouds at 760m  
3,2021,02,21,03:00,22°C,22°C,Variable at 2 Km/h,N/A,69%,16°C,1012.0mb, Few Clouds at 820m  
4,2021,02,21,04:00,22°C,22°C,Variable at 4 Km/h,N/A,73%,17°C,1012.0mb, Few Clouds at 910m  
5,2021,02,21,05:00,23°C,23°C,Calm,N/A,69%,17°C,1012.0mb," Few Clouds at 910m, Scattered Clouds at 3000m  "
6,2021,02,21,06:00,22°C,22°C,330°7 Km/h,N/A,78%,18°C,1013.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
7,2021,02,21,07:00,23°C,23°C,320°6 Km/h,N/A,74%,18°C,1013.0mb," Few Clouds at 760m, Scattered Clouds at 8200m  "
8,2021,02,21,08:00,24°C,24°C,Variable at 4 Km/h,N/A,65%,17°C,1015.0mb," Few Clouds at 760m, Broken Clouds at 3000m  "
9,2021,02,21,09:00,26°C,27°C,60°6 Km/h,N/A,58%,17°C,1015.0mb," Few Clouds at 760m, Broken Clouds at 3000m  "
10,2021,02,21,10:00,28°C,29°C,Variable at 4 Km/h,N/A,58%,19°C,1015.0mb," Few Clouds at 760m, Scattered Clouds at 3000m, Broken Clouds at 9100m  "
11,2021,02,21,11:00,27°C,28°C,300°15 Km/h,N/A,58%,18°C,1014.0mb," Few Clouds at 760m, Scattered Clouds at 9100m  "
12,2021,02,21,12:00,27°C,29°C,270°17 Km/h,N/A,66%,20°C,1013.0mb," Few Clouds at 760m, Scattered Clouds at 9100m  "
13,2021,02,21,13:00,28°C,30°C,280°17 Km/h,N/A,62%,20°C,1012.0mb," Few Clouds at 760m, Scattered Clouds at 9100m  "
14,2021,02,21,14:00,28°C,30°C,300°15 Km/h,N/A,62%,20°C,1011.0mb, Few Clouds at 760m  
15,2021,02,21,15:00,26°C,27°C,250°9 Km/h,N/A,74%,21°C,1011.0mb," Few Clouds at 700m, Broken Clouds at 3000m Light Rain Shower "
16,2021,02,21,16:00,27°C,29°C,Variable at 4 Km/h,N/A,66%,20°C,1010.0mb," Few Clouds at 700m, Scattered Clouds at 3000m  "
17,2021,02,21,17:00,27°C,29°C,Variable at 7 Km/h,N/A,66%,20°C,1011.0mb, Few Clouds at 760m  
18,2021,02,21,18:00,27°C,29°C,Variable at 7 Km/h,N/A,70%,21°C,1012.0mb," Scattered Clouds at 700m, Broken Clouds at 3000m  "
19,2021,02,21,19:00,27°C,29°C,100°13 Km/h,N/A,66%,20°C,1012.0mb," Few Clouds at 700m, Scattered Clouds at 3000m  "
20,2021,02,21,20:00,25°C,26°C,100°13 Km/h,N/A,79%,21°C,1013.0mb," Few Clouds at 700m, Broken Clouds at 3000m Light Rain Shower "
21,2021,02,21,21:00,25°C,26°C,Variable at 4 Km/h,N/A,79%,21°C,1013.0mb," Few Clouds at 700m, Broken Clouds at 3000m  "
22,2021,02,21,22:00,25°C,26°C,Variable at 4 Km/h,N/A,83%,22°C,1013.0mb," Few Clouds at 700m, Broken Clouds at 3000m  "
23,2021,02,21,23:00,25°C,26°C,Variable at 4 Km/h,N/A,79%,21°C,1012.0mb," Few Clouds at 700m, Broken Clouds at 3000m Light Rain Shower "
,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
0,2021,02,22,00:00,25°C,25°C,20°13 Km/h,N/A,74%,20°C,1010.0mb," Few Clouds at 700m, Broken Clouds at 3000m Light Rain Shower "
1,2021,02,22,01:00,24°C,25°C,60°9 Km/h,N/A,78%,20°C,1010.0mb," Few Clouds at 700m, Broken Clouds at 3000m  "
2,2021,02,22,02:00,24°C,25°C,Variable at 2 Km/h,N/A,83%,21°C,1010.0mb," Few Clouds at 700m, Scattered Clouds at 3000m  "
3,2021,02,22,03:00,24°C,25°C,Variable at 4 Km/h,N/A,83%,21°C,1010.0mb," Few Clouds at 700m, Broken Clouds at 3000m  "
4,2021,02,22,04:00,23°C,24°C,270°6 Km/h,N/A,89%,21°C,1010.0mb, Few Clouds at 760m  
5,2021,02,22,05:00,23°C,24°C,280°4 Km/h,N/A,89%,21°C,1010.0mb," Few Clouds at 760m, Broken Clouds at 3000m  "
6,2021,02,22,06:00,24°C,25°C,240°6 Km/h,N/A,89%,22°C,1011.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
7,2021,02,22,07:00,24°C,25°C,Variable at 4 Km/h,N/A,83%,21°C,1012.0mb," Few Clouds at 760m, Scattered Clouds at 2700m, Broken Clouds at 8200m Shower In the vicinity "
8,2021,02,22,08:00,25°C,26°C,250°7 Km/h,N/A,83%,22°C,1011.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
9,2021,02,22,09:00,25°C,26°C,Variable at 4 Km/h,N/A,79%,21°C,1012.0mb," Few Clouds at 760m, Scattered Clouds at 3000m, Broken Clouds at 8200m  "
10,2021,02,22,10:00,25°C,26°C,270°7 Km/h,N/A,79%,21°C,1012.0mb," Few Clouds at 760m, Scattered Clouds at 3000m, Broken Clouds at 7600m  "
11,2021,02,22,11:00,26°C,28°C,250°9 Km/h,N/A,84%,23°C,1012.0mb," Few Clouds at 760m, Scattered Clouds at 3000m, Broken Clouds at 7600m  "
12,2021,02,22,12:00,26°C,28°C,250°7 Km/h,N/A,84%,23°C,1011.0mb," Scattered Clouds at 700m, Broken Clouds at 2700m Light Rain Shower "
13,2021,02,22,13:00,26°C,28°C,Variable at 4 Km/h,N/A,79%,22°C,1010.0mb," Scattered Clouds at 700m, Cloudy at 3000m Light Rain "
14,2021,02,22,14:00,26°C,28°C,280°6 Km/h,N/A,84%,23°C,1009.0mb," Scattered Clouds at 700m, Cloudy at 2700m Light Rain "
15,2021,02,22,15:00,26°C,28°C,260°7 Km/h,N/A,84%,23°C,1009.0mb," Scattered Clouds at 700m, Broken Clouds at 3000m  "
16,2021,02,22,16:00,26°C,28°C,260°9 Km/h,N/A,84%,23°C,1009.0mb," Scattered Clouds at 700m, Broken Clouds at 2700m Light Rain Shower "
17,2021,02,22,17:00,26°C,28°C,Variable at 2 Km/h,N/A,89%,24°C,1009.0mb," Scattered Clouds at 700m, Cloudy at 3000m Light Rain "
18,2021,02,22,18:00,26°C,28°C,Variable at 4 Km/h,N/A,84%,23°C,1009.0mb," Scattered Clouds at 700m, Cloudy at 2700m Light Rain "
19,2021,02,22,19:00,26°C,28°C,Calm,N/A,89%,24°C,1009.0mb," Few Clouds at 700m, Cloudy at 3000m Light Rain "
20,2021,02,22,20:00,26°C,28°C,Variable at 2 Km/h,N/A,89%,24°C,1010.0mb," Few Clouds at 700m, Cloudy at 3000m Light Rain, Haze "
21,2021,02,22,21:00,25°C,26°C,Calm,N/A,94%,24°C,1010.0mb," Few Clouds at 700m, Cloudy at 3000m Light Rain, Haze "
22,2021,02,22,22:00,25°C,26°C,Variable at 2 Km/h,N/A,94%,24°C,1011.0mb," Few Clouds at 700m, Cloudy at 3000m Haze "
23,2021,02,22,23:00,25°C,26°C,Variable at 4 Km/h,N/A,94%,24°C,1010.0mb," Few Clouds at 700m, Cloudy at 3000m Haze "
,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
